Tenure,WarehouseToHome,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,DaySinceLastOrder,CashbackAmount,Churn
13.0,25.0,3,Laptop & Accessory,2,Divorced,9,1,7.0,127.41,0
,7.0,3,Mobile Phone,1,Single,2,0,0.0,116.11000000000001,0
23.0,15.0,4,Fashion,4,Married,6,0,8.0,199.03,0
27.0,20.0,3,Laptop & Accessory,5,Married,3,0,4.0,169.5,0
19.0,14.0,2,Laptop & Accessory,3,Married,6,0,3.0,189.34,0
1.0,16.0,5,Mobile Phone,5,Single,2,1,3.0,148.21,1
23.0,8.0,4,Grocery,3,Single,6,0,1.0,278.79,0
0.0,8.0,3,Mobile Phone,1,Divorced,7,1,2.0,137.22,1
2.0,17.0,4,Laptop & Accessory,3,Single,5,0,8.0,161.6,0
7.0,8.0,3,Laptop & Accessory,3,Single,3,0,2.0,140.33,0
1.0,11.0,3,Laptop & Accessory,5,Single,1,0,3.0,184.63,0
4.0,19.0,4,Laptop & Accessory,3,Single,2,0,5.0,190.77,0
15.0,8.0,3,Laptop & Accessory,2,Divorced,2,0,2.0,140.89,0
17.0,9.0,3,Others,1,Married,5,1,1.0,295.13,0
9.0,16.0,3,Fashion,5,Married,8,1,7.0,183.21,0
2.0,27.0,1,Fashion,5,Married,2,0,8.0,199.8,0
1.0,16.0,4,Mobile Phone,3,Married,3,0,3.0,152.42,1
29.0,33.0,5,Others,1,Married,3,0,14.0,320.86,0
19.0,9.0,4,Laptop & Accessory,4,Divorced,2,0,8.0,173.05,0
12.0,9.0,4,Laptop & Accessory,5,Married,5,0,8.0,193.93,0
16.0,25.0,4,Laptop & Accessory,5,Married,8,1,3.0,179.1,0
5.0,21.0,3,Laptop & Accessory,1,Married,6,0,2.0,166.67,0
14.0,35.0,5,Fashion,5,Married,6,1,1.0,233.54000000000002,1
1.0,26.0,5,Mobile Phone,5,Married,3,0,8.0,165.66,0
13.0,15.0,4,Laptop & Accessory,2,Divorced,10,0,2.0,148.76,0
1.0,35.0,3,Laptop & Accessory,5,Divorced,8,1,0.0,166.73,1
28.0,8.0,3,Fashion,4,Divorced,4,0,,209.76,0
12.0,14.0,3,Mobile Phone,3,Divorced,2,0,7.0,137.55,0
27.0,8.0,3,Fashion,3,Married,10,0,3.0,235.49,0
5.0,15.0,2,Mobile Phone,4,Single,11,0,3.0,146.09,0
0.0,22.0,3,Fashion,5,Single,3,1,0.0,185.64,1
6.0,16.0,1,Fashion,3,Married,1,1,8.0,183.8,0
9.0,15.0,3,Fashion,1,Married,5,0,3.0,200.96,1
,6.0,3,Mobile,5,Single,3,0,2.0,120.80000000000001,0
23.0,17.0,3,Others,4,Single,4,0,4.0,299.26,0
1.0,13.0,6,Mobile Phone,3,Married,2,0,1.0,148.51,1
0.0,14.0,3,Mobile,1,Single,2,0,4.0,134.45,0
19.0,19.0,3,Laptop & Accessory,4,Single,7,0,9.0,155.62,0
23.0,7.0,4,Mobile Phone,5,Divorced,4,0,3.0,160.8,0
0.0,6.0,4,Mobile Phone,5,Divorced,2,0,3.0,139.55,0
1.0,17.0,4,Laptop & Accessory,3,Married,3,1,4.0,167.6,0
7.0,8.0,3,Laptop & Accessory,2,Single,2,0,11.0,166.87,0
9.0,11.0,4,Mobile,5,Married,10,1,0.0,134.19,0
8.0,22.0,4,Fashion,1,Married,3,0,6.0,204.78,1
6.0,15.0,2,Laptop & Accessory,3,Married,7,0,4.0,176.75,0
7.0,15.0,3,Fashion,2,Married,1,0,6.0,185.0,0
26.0,9.0,5,Others,3,Single,3,1,13.0,315.68,0
9.0,12.0,3,Mobile,1,Married,1,0,11.0,132.1,0
12.0,17.0,4,Laptop & Accessory,3,Married,5,0,3.0,185.77,0
18.0,9.0,4,Fashion,3,Single,7,1,,227.09,0
1.0,10.0,4,Laptop & Accessory,3,Divorced,2,1,3.0,166.71,1
3.0,11.0,4,Laptop & Accessory,3,Married,2,0,2.0,161.18,0
12.0,18.0,3,Laptop & Accessory,4,Married,5,0,0.0,152.95,0
15.0,,4,Mobile,5,Married,1,1,8.0,125.93,0
1.0,11.0,5,Laptop & Accessory,2,Single,3,1,4.0,169.87,0
23.0,14.0,5,Fashion,3,Single,10,0,1.0,234.64999999999998,0
9.0,25.0,4,Laptop & Accessory,3,Married,3,1,3.0,181.89,0
7.0,9.0,3,Laptop & Accessory,4,Married,2,0,9.0,154.33,0
1.0,17.0,5,Mobile Phone,5,Single,3,0,1.0,139.16,1
1.0,9.0,4,Mobile Phone,5,Married,3,1,1.0,145.74,1
0.0,14.0,4,Laptop & Accessory,5,Single,7,0,2.0,153.26,1
6.0,17.0,4,Fashion,1,Single,4,0,1.0,237.44,0
15.0,35.0,5,Laptop & Accessory,2,Single,5,0,0.0,142.72,0
8.0,6.0,3,Fashion,3,Single,2,0,8.0,187.89,0
10.0,23.0,5,Laptop & Accessory,5,Married,6,0,3.0,181.47,0
10.0,27.0,3,Mobile,2,Divorced,6,0,0.0,129.73,0
3.0,10.0,4,Laptop & Accessory,3,Divorced,6,1,1.0,177.38,1
12.0,9.0,5,Fashion,3,Married,5,1,3.0,202.56,0
4.0,8.0,3,Mobile,3,Married,2,0,3.0,134.77,0
,23.0,4,Mobile,4,Married,2,0,0.0,121.27000000000001,0
30.0,6.0,4,Laptop & Accessory,3,Single,8,0,3.0,154.73,0
22.0,16.0,3,Others,5,Single,10,1,2.0,286.65,0
8.0,22.0,4,Grocery,5,Married,9,0,10.0,295.07,0
1.0,9.0,2,Mobile Phone,5,Single,9,0,2.0,159.24,0
1.0,10.0,4,Mobile Phone,1,Married,3,0,1.0,142.06,0
7.0,15.0,4,Laptop & Accessory,3,Married,2,0,3.0,196.04,0
19.0,11.0,4,Laptop & Accessory,4,Married,3,0,9.0,169.47,0
,27.0,1,Mobile,4,Married,2,0,13.0,120.28,0
1.0,10.0,5,Fashion,2,Divorced,3,1,,228.25,1
12.0,13.0,5,Mobile Phone,3,Married,3,0,5.0,162.02,0
20.0,32.0,3,Others,3,Married,4,0,0.0,296.58,0
21.0,8.0,2,Laptop & Accessory,4,Divorced,4,0,2.0,181.2,0
17.0,34.0,1,Grocery,2,Divorced,4,1,11.0,233.2,0
2.0,7.0,4,Mobile Phone,5,Married,3,0,3.0,160.91,0
2.0,8.0,3,Mobile,4,Divorced,1,0,2.0,131.8,0
3.0,6.0,3,Mobile Phone,4,Divorced,1,1,7.0,135.79,0
9.0,17.0,4,Mobile Phone,2,Married,3,0,3.0,164.17,0
5.0,11.0,4,Laptop & Accessory,1,Single,9,0,0.0,196.79,0
30.0,16.0,3,Grocery,3,Single,1,0,8.0,238.72000000000003,0
1.0,7.0,5,Mobile Phone,3,Married,3,1,1.0,154.33,0
19.0,6.0,3,Others,2,Married,10,0,2.0,296.27,0
5.0,11.0,4,Laptop & Accessory,4,Single,3,0,,218.55,1
0.0,16.0,3,Fashion,5,Married,2,0,7.0,187.93,0
2.0,9.0,4,Laptop & Accessory,4,Married,6,0,5.0,173.55,1
23.0,23.0,4,Mobile Phone,5,Married,6,1,3.0,150.87,0
14.0,9.0,4,Mobile Phone,3,Married,4,0,3.0,145.01,0
6.0,8.0,3,Laptop & Accessory,4,Single,9,0,7.0,151.47,0
14.0,29.0,3,Fashion,3,Single,4,1,2.0,170.82,0
1.0,8.0,4,Mobile Phone,4,Single,3,1,3.0,148.02,1
1.0,7.0,4,Mobile Phone,2,Divorced,4,1,1.0,147.93,1
2.0,9.0,5,Mobile Phone,4,Married,2,0,5.0,157.01,0
3.0,12.0,4,Laptop & Accessory,1,Married,1,0,7.0,146.27,0
12.0,16.0,4,Mobile Phone,1,Married,4,0,4.0,172.71,0
1.0,12.0,4,Mobile Phone,3,Single,3,1,3.0,159.41,1
11.0,26.0,4,Mobile Phone,4,Married,6,0,1.0,155.22,0
12.0,9.0,2,Laptop & Accessory,5,Single,8,1,13.0,184.8,0
30.0,6.0,5,Laptop & Accessory,3,Married,3,1,2.0,156.6,0
6.0,15.0,2,Laptop & Accessory,3,Divorced,7,0,4.0,176.75,0
1.0,9.0,4,Mobile Phone,4,Married,3,0,3.0,147.26,0
8.0,15.0,4,Laptop & Accessory,3,Single,5,0,4.0,186.42,0
14.0,11.0,1,Laptop & Accessory,4,Single,4,0,2.0,168.7,0
14.0,21.0,5,Others,3,Single,3,0,10.0,321.26,0
2.0,36.0,6,Laptop & Accessory,4,Married,3,0,8.0,190.49,0
4.0,10.0,3,Laptop & Accessory,4,Single,2,0,7.0,193.55,1
3.0,9.0,4,Grocery,1,Married,9,0,6.0,246.69,1
20.0,10.0,4,Fashion,4,Married,9,1,10.0,203.33,0
11.0,23.0,4,Fashion,3,Married,1,0,9.0,188.23,0
11.0,7.0,3,Laptop & Accessory,1,Married,8,0,9.0,147.35,0
10.0,16.0,2,Mobile Phone,2,Single,4,0,0.0,146.8,0
11.0,6.0,3,Laptop & Accessory,4,Married,1,0,8.0,144.4,0
25.0,18.0,5,Grocery,4,Single,5,0,4.0,256.42,0
1.0,34.0,4,Laptop & Accessory,1,Single,3,1,8.0,183.13,1
14.0,33.0,4,Laptop & Accessory,5,Divorced,3,0,6.0,208.96,0
,6.0,3,Mobile,1,Single,2,0,7.0,121.15,0
26.0,10.0,5,Fashion,3,Divorced,4,1,5.0,204.69,0
28.0,16.0,4,Laptop & Accessory,3,Married,5,0,4.0,153.97,0
20.0,31.0,3,Fashion,3,Single,3,0,11.0,186.33,0
1.0,20.0,4,Laptop & Accessory,4,Single,7,0,1.0,182.65,1
1.0,7.0,5,Mobile Phone,4,Single,3,1,3.0,145.7,0
5.0,13.0,3,Laptop & Accessory,2,Divorced,5,0,3.0,192.04,0
1.0,31.0,5,Laptop & Accessory,4,Single,2,1,11.0,170.99,1
18.0,10.0,3,Laptop & Accessory,4,Divorced,2,0,8.0,144.47,0
1.0,11.0,2,Laptop & Accessory,4,Married,3,1,4.0,186.42,0
1.0,11.0,4,Mobile Phone,1,Single,11,1,1.0,147.85,1
1.0,31.0,4,Mobile Phone,4,Single,10,0,3.0,160.97,0
9.0,28.0,4,Laptop & Accessory,2,Divorced,3,1,8.0,165.14,0
7.0,21.0,3,Laptop & Accessory,5,Single,2,0,6.0,161.25,0
19.0,11.0,6,Fashion,3,Married,6,0,,222.56,0
3.0,16.0,4,Mobile Phone,3,Married,11,0,3.0,154.74,0
18.0,8.0,4,Mobile Phone,1,Married,6,1,3.0,156.95,0
11.0,6.0,1,Laptop & Accessory,1,Single,1,0,8.0,176.25,0
5.0,12.0,4,Mobile Phone,4,Married,3,0,3.0,152.89,0
21.0,10.0,4,Grocery,3,Married,11,1,14.0,262.7,0
27.0,15.0,3,Laptop & Accessory,3,Married,4,0,3.0,128.97,0
30.0,15.0,4,Mobile Phone,5,Married,6,1,3.0,167.57,0
4.0,7.0,6,Mobile Phone,3,Divorced,5,0,3.0,163.33,0
8.0,20.0,4,Fashion,3,Married,3,0,,211.28,0
1.0,18.0,4,Mobile Phone,5,Married,2,0,5.0,145.99,0
7.0,8.0,3,Laptop & Accessory,3,Single,3,0,2.0,140.33,0
12.0,10.0,4,Laptop & Accessory,2,Single,10,1,1.0,193.61,0
17.0,34.0,4,Fashion,5,Married,10,0,2.0,233.2,0
5.0,9.0,5,Laptop & Accessory,5,Married,5,0,1.0,189.1,0
9.0,15.0,4,Mobile Phone,3,Single,3,0,5.0,168.23,0
1.0,12.0,4,Mobile Phone,1,Single,2,1,3.0,148.79,0
24.0,36.0,5,Grocery,3,Divorced,2,0,8.0,295.46,0
7.0,24.0,5,Mobile Phone,3,Married,11,1,1.0,149.37,1
20.0,8.0,3,Grocery,1,Married,2,1,0.0,267.52,0
7.0,34.0,4,Laptop & Accessory,3,Married,2,0,7.0,167.12,0
2.0,6.0,1,Laptop & Accessory,3,Single,9,1,2.0,162.94,0
21.0,10.0,4,Grocery,1,Married,3,0,2.0,252.01999999999998,0
4.0,26.0,3,Mobile,4,Single,2,1,2.0,131.4,1
21.0,9.0,5,Mobile Phone,1,Single,3,1,3.0,157.94,0
5.0,7.0,3,Laptop & Accessory,5,Married,5,0,2.0,140.87,0
8.0,24.0,1,Laptop & Accessory,5,Married,2,0,10.0,152.08,0
12.0,7.0,4,Laptop & Accessory,1,Married,9,0,10.0,172.35,0
24.0,24.0,5,Fashion,5,Married,7,0,12.0,257.69,0
30.0,31.0,3,Fashion,5,Single,8,0,9.0,176.37,0
14.0,9.0,2,Laptop & Accessory,4,Divorced,3,0,8.0,167.44,0
9.0,7.0,4,Laptop & Accessory,3,Divorced,11,0,10.0,172.17,0
5.0,9.0,4,Mobile Phone,3,Married,3,0,4.0,159.77,0
30.0,24.0,3,Fashion,1,Single,7,0,4.0,205.12,0
1.0,12.0,4,Mobile Phone,4,Single,3,1,3.0,149.78,0
9.0,14.0,4,Mobile Phone,3,Divorced,3,0,1.0,149.04,0
3.0,8.0,4,Mobile Phone,5,Single,1,0,7.0,149.68,0
30.0,15.0,4,Mobile,4,Married,5,1,0.0,133.46,0
11.0,,4,Mobile,4,Single,2,0,3.0,124.4,0
14.0,34.0,4,Grocery,4,Married,1,0,10.0,235.7,0
26.0,32.0,5,Grocery,1,Married,5,0,1.0,263.26,0
4.0,16.0,3,Laptop & Accessory,1,Married,3,1,4.0,165.83,0
,8.0,1,Mobile,1,Married,2,0,7.0,120.11000000000001,0
18.0,11.0,4,Laptop & Accessory,4,Single,11,0,4.0,184.33,0
0.0,17.0,3,Laptop & Accessory,5,Married,2,1,3.0,147.41,0
19.0,,3,Mobile,3,Married,9,0,8.0,123.38999999999999,1
10.0,6.0,4,Mobile Phone,5,Divorced,3,0,2.0,139.2,0
11.0,,3,Mobile,4,Married,6,0,8.0,125.91999999999999,0
9.0,7.0,2,Mobile Phone,3,Single,5,0,3.0,150.06,0
15.0,30.0,3,Fashion,5,Married,2,1,8.0,174.06,0
20.0,25.0,4,Laptop & Accessory,3,Married,4,0,9.0,173.1,0
0.0,30.0,1,Mobile Phone,5,Single,2,0,0.0,110.91,1
1.0,30.0,4,Fashion,5,Married,11,1,,224.5,1
15.0,21.0,4,Mobile Phone,3,Married,6,0,9.0,149.51,0
27.0,6.0,3,Fashion,3,Married,8,0,4.0,205.02,0
9.0,14.0,3,Fashion,3,Married,2,0,8.0,200.96,0
6.0,15.0,2,Laptop & Accessory,1,Married,3,0,9.0,187.09,0
,15.0,3,Mobile,5,Single,4,0,0.0,120.18,1
12.0,6.0,3,Others,3,Married,2,1,6.0,291.97,0
27.0,15.0,4,Grocery,2,Divorced,7,0,3.0,243.36,0
23.0,29.0,4,Grocery,4,Married,5,0,3.0,289.13,0
5.0,9.0,4,Laptop & Accessory,5,Single,9,0,4.0,178.32,0
1.0,7.0,5,Mobile Phone,4,Single,3,1,3.0,146.74,1
11.0,15.0,4,Laptop & Accessory,4,Married,4,0,8.0,165.71,0
13.0,14.0,3,Laptop & Accessory,3,Married,4,1,3.0,167.96,1
16.0,8.0,3,Mobile,1,Single,1,0,8.0,135.39,0
,21.0,3,Mobile,3,Married,2,0,2.0,122.07,0
7.0,17.0,4,Laptop & Accessory,4,Divorced,5,0,8.0,144.9,0
1.0,9.0,4,Mobile Phone,3,Married,8,1,3.0,164.77,0
23.0,6.0,3,Laptop & Accessory,3,Divorced,1,0,13.0,163.47,0
28.0,6.0,4,Laptop & Accessory,3,Single,9,0,1.0,162.8,0
14.0,23.0,4,Mobile Phone,3,Married,11,0,1.0,160.44,0
10.0,35.0,3,Fashion,4,Married,2,1,,218.49,1
3.0,13.0,3,Mobile,4,Single,1,0,2.0,129.83,0
19.0,8.0,3,Grocery,5,Married,9,0,9.0,270.48,0
3.0,33.0,3,Laptop & Accessory,1,Married,8,0,7.0,153.04,0
0.0,,4,Mobile,3,Single,2,0,2.0,126.25,1
,6.0,3,Mobile,2,Divorced,3,1,0.0,122.93,1
,7.0,4,Mobile Phone,3,Married,2,0,0.0,115.63,0
31.0,9.0,4,Grocery,4,Married,6,0,15.0,287.91,0
3.0,15.0,3,Laptop & Accessory,3,Single,8,1,7.0,146.95,0
29.0,7.0,4,Others,5,Single,2,1,14.0,315.45,0
3.0,8.0,5,Grocery,1,Married,5,0,8.0,286.24,0
11.0,6.0,3,Fashion,3,Single,5,1,0.0,178.61,0
23.0,8.0,3,Grocery,5,Divorced,3,0,2.0,278.56,0
3.0,26.0,3,Laptop & Accessory,5,Married,1,0,2.0,199.57,0
21.0,9.0,4,Laptop & Accessory,1,Married,7,0,5.0,175.7,0
3.0,14.0,4,Laptop & Accessory,2,Married,3,1,1.0,191.23,0
18.0,8.0,5,Laptop & Accessory,3,Single,1,0,1.0,166.32,0
12.0,24.0,3,Laptop & Accessory,3,Single,1,0,7.0,145.34,0
1.0,9.0,6,Laptop & Accessory,1,Single,5,0,1.0,175.71,0
5.0,32.0,3,Laptop & Accessory,2,Divorced,1,0,2.0,144.65,0
14.0,14.0,5,Fashion,1,Single,3,0,3.0,206.5,1
11.0,8.0,3,Mobile,3,Married,7,1,1.0,130.57,0
13.0,9.0,5,Laptop & Accessory,3,Single,3,0,11.0,170.53,0
14.0,8.0,4,Grocery,5,Married,4,0,17.0,293.23,0
7.0,13.0,4,Laptop & Accessory,1,Married,5,0,8.0,202.25,0
10.0,10.0,4,Mobile Phone,4,Married,3,0,8.0,161.92,0
4.0,36.0,4,Fashion,4,Married,5,0,,217.5,0
0.0,25.0,4,Mobile Phone,5,Married,2,0,7.0,140.66,0
0.0,22.0,3,Mobile,4,Divorced,10,0,2.0,128.11,0
8.0,8.0,5,Laptop & Accessory,5,Single,2,0,10.0,178.43,0
1.0,23.0,6,Mobile Phone,5,Married,3,1,1.0,148.07,1
22.0,14.0,3,Fashion,4,Married,5,0,7.0,174.03,0
1.0,16.0,4,Laptop & Accessory,5,Married,6,0,8.0,178.46,1
8.0,33.0,3,Laptop & Accessory,3,Married,3,0,7.0,168.83,0
20.0,7.0,2,Grocery,5,Single,3,0,13.0,300.67,0
10.0,16.0,3,Mobile Phone,4,Married,2,0,7.0,139.36,0
18.0,8.0,3,Laptop & Accessory,4,Married,1,0,7.0,148.05,0
30.0,30.0,1,Fashion,1,Married,4,1,4.0,194.39,0
2.0,,3,Mobile,2,Single,2,0,5.0,123.4,0
6.0,10.0,4,Fashion,1,Single,5,0,8.0,236.58999999999997,0
20.0,20.0,4,Laptop & Accessory,4,Single,8,0,10.0,180.62,0
,34.0,3,Mobile,1,Married,5,0,3.0,121.32,0
13.0,14.0,3,Laptop & Accessory,3,Divorced,4,1,3.0,167.96,1
10.0,6.0,3,Fashion,2,Married,3,1,2.0,236.02999999999997,0
30.0,18.0,5,Laptop & Accessory,5,Married,6,0,1.0,178.8,0
18.0,7.0,3,Fashion,4,Married,2,0,7.0,174.41,0
,27.0,4,Mobile,5,Married,1,0,0.0,122.96000000000001,0
28.0,20.0,2,Others,4,Single,9,0,15.0,287.22,0
9.0,32.0,3,Laptop & Accessory,3,Married,7,0,2.0,153.47,0
18.0,17.0,4,Laptop & Accessory,1,Married,4,1,4.0,189.65,0
4.0,10.0,4,Mobile Phone,2,Divorced,6,0,5.0,145.97,0
24.0,9.0,4,Grocery,5,Divorced,4,0,3.0,303.56,0
1.0,16.0,4,Laptop & Accessory,5,Single,5,1,4.0,207.24,1
15.0,10.0,3,Others,1,Married,2,0,15.0,292.32,0
10.0,17.0,4,Fashion,3,Divorced,5,0,8.0,195.94,0
17.0,22.0,5,Laptop & Accessory,1,Married,5,0,3.0,193.04,0
10.0,10.0,4,Mobile Phone,4,Divorced,3,0,8.0,161.92,0
21.0,9.0,4,Others,4,Single,9,1,9.0,317.46,1
2.0,,3,Mobile,1,Married,5,0,7.0,125.13999999999999,0
10.0,10.0,4,Mobile Phone,4,Single,6,0,3.0,145.88,0
13.0,28.0,5,Laptop & Accessory,2,Divorced,5,1,5.0,186.2,0
20.0,10.0,3,Laptop & Accessory,3,Single,4,0,0.0,129.76,0
9.0,30.0,6,Mobile Phone,3,Married,2,0,4.0,152.05,0
4.0,9.0,3,Fashion,3,Married,10,0,2.0,236.75,0
,14.0,1,Mobile,4,Single,10,0,2.0,121.09,0
22.0,9.0,4,Laptop & Accessory,2,Divorced,4,0,8.0,165.51,0
23.0,27.0,4,Laptop & Accessory,5,Married,3,0,12.0,190.67,0
30.0,,3,Mobile,3,Married,2,0,2.0,123.72,0
5.0,13.0,4,Laptop & Accessory,3,Divorced,2,0,8.0,154.84,0
5.0,14.0,5,Fashion,3,Married,3,0,,214.43,0
15.0,8.0,3,Fashion,1,Married,3,1,9.0,201.24,0
0.0,22.0,1,Mobile,5,Single,2,0,14.0,127.43,1
12.0,19.0,5,Laptop & Accessory,5,Married,4,0,3.0,187.88,0
1.0,11.0,5,Mobile Phone,2,Divorced,2,0,5.0,156.62,0
1.0,9.0,4,Mobile Phone,4,Married,3,0,3.0,147.26,0
2.0,17.0,4,Mobile Phone,4,Divorced,3,0,1.0,135.52,0
0.0,17.0,1,Laptop & Accessory,3,Married,1,0,3.0,140.11,0
1.0,12.0,2,Laptop & Accessory,5,Married,3,0,6.0,165.0,0
17.0,9.0,4,Laptop & Accessory,1,Married,3,0,8.0,181.75,0
0.0,8.0,3,Laptop & Accessory,2,Divorced,1,0,2.0,142.27,0
16.0,7.0,4,Mobile Phone,5,Married,5,0,3.0,150.76,0
13.0,8.0,4,Laptop & Accessory,3,Divorced,7,0,0.0,134.48,0
2.0,34.0,6,Laptop & Accessory,5,Married,2,0,1.0,25.0,0
2.0,7.0,4,Mobile Phone,1,Married,3,0,4.0,145.44,0
25.0,17.0,3,Laptop & Accessory,3,Married,9,0,4.0,131.49,0
18.0,13.0,3,Mobile Phone,3,Married,5,1,2.0,144.77,0
6.0,16.0,4,Laptop & Accessory,2,Divorced,3,1,6.0,188.22,0
7.0,27.0,1,Laptop & Accessory,1,Single,2,0,7.0,153.37,0
15.0,8.0,3,Mobile,3,Married,1,1,0.0,126.96000000000001,0
1.0,9.0,4,Mobile Phone,5,Married,3,0,1.0,148.41,0
6.0,36.0,5,Mobile Phone,4,Single,3,0,2.0,153.37,0
11.0,34.0,2,Laptop & Accessory,3,Single,6,1,4.0,188.97,1
19.0,13.0,3,Fashion,3,Married,7,0,7.0,208.45,0
26.0,6.0,4,Fashion,4,Single,9,0,,229.45,0
12.0,28.0,3,Fashion,5,Single,2,1,8.0,208.8,0
,20.0,3,Mobile Phone,3,Single,2,0,0.0,115.13999999999999,0
11.0,13.0,4,Laptop & Accessory,2,Divorced,6,0,2.0,190.02,0
14.0,7.0,4,Grocery,5,Married,4,0,17.0,293.23,0
4.0,8.0,3,Laptop & Accessory,5,Single,8,0,3.0,153.32,0
16.0,10.0,2,Laptop & Accessory,1,Married,4,1,4.0,177.31,0
0.0,30.0,3,Mobile Phone,4,Single,9,0,2.0,135.97,0
21.0,9.0,4,Grocery,3,Married,5,0,7.0,296.69,0
5.0,19.0,4,Mobile Phone,2,Divorced,10,1,3.0,164.29,0
0.0,13.0,1,Mobile Phone,5,Single,1,0,7.0,135.78,0
14.0,15.0,5,Fashion,4,Married,4,0,9.0,262.57,0
15.0,35.0,3,Laptop & Accessory,3,Married,3,0,2.0,145.56,0
25.0,33.0,4,Grocery,3,Divorced,4,0,18.0,288.07,0
13.0,,3,Mobile,3,Married,3,0,2.0,123.44999999999999,0
20.0,11.0,5,Others,4,Married,4,0,9.0,312.89,0
1.0,11.0,4,Mobile Phone,3,Single,3,0,1.0,148.18,0
6.0,13.0,3,Laptop & Accessory,5,Married,1,0,3.0,143.73,0
30.0,7.0,3,Others,5,Married,4,1,5.0,297.01,0
8.0,35.0,5,Laptop & Accessory,3,Married,3,0,8.0,192.12,0
6.0,13.0,3,Laptop & Accessory,5,Divorced,1,0,3.0,143.73,0
11.0,16.0,6,Grocery,3,Married,9,0,11.0,254.36,1
8.0,29.0,3,Mobile Phone,5,Married,4,1,2.0,140.14,0
2.0,8.0,4,Mobile Phone,5,Married,3,0,3.0,160.91,0
8.0,13.0,4,Laptop & Accessory,3,Single,3,0,11.0,173.09,0
12.0,12.0,1,Fashion,3,Married,3,0,6.0,182.37,0
7.0,21.0,3,Fashion,1,Married,2,0,5.0,179.78,1
12.0,13.0,5,Laptop & Accessory,3,Married,4,0,8.0,178.21,0
22.0,24.0,3,Laptop & Accessory,1,Married,2,1,7.0,168.04,0
23.0,,3,Mobile,2,Divorced,5,0,0.0,123.80000000000001,0
0.0,15.0,1,Mobile Phone,3,Married,2,0,4.0,144.01,0
1.0,23.0,6,Mobile Phone,5,Single,3,1,8.0,164.19,1
14.0,13.0,3,Laptop & Accessory,3,Single,7,0,1.0,150.03,0
28.0,6.0,1,Grocery,2,Married,3,0,0.0,247.32,0
2.0,22.0,4,Mobile Phone,3,Married,3,0,3.0,147.07,0
7.0,15.0,5,Mobile Phone,2,Single,2,0,3.0,148.42,0
0.0,,3,Mobile,3,Married,2,0,3.0,125.16999999999999,0
0.0,10.0,4,Laptop & Accessory,1,Single,2,1,4.0,158.28,1
1.0,7.0,4,Mobile Phone,2,Single,3,1,9.0,151.86,1
1.0,33.0,5,Mobile Phone,3,Married,3,1,4.0,153.14,0
1.0,22.0,5,Mobile Phone,5,Married,2,0,4.0,172.74,0
18.0,,3,Laptop & Accessory,4,Married,9,0,15.0,123.47999999999999,0
7.0,14.0,4,Fashion,3,Divorced,2,0,8.0,241.91000000000003,0
29.0,15.0,5,Grocery,4,Married,3,1,1.0,260.77,0
12.0,17.0,4,Laptop & Accessory,2,Single,3,1,4.0,181.66,0
11.0,35.0,3,Laptop & Accessory,2,Divorced,4,0,7.0,162.61,0
16.0,31.0,4,Fashion,5,Married,3,1,9.0,199.06,0
6.0,22.0,4,Laptop & Accessory,1,Married,7,0,3.0,191.67,0
1.0,7.0,5,Mobile Phone,4,Single,3,1,3.0,145.7,0
1.0,24.0,4,Mobile Phone,3,Married,2,1,1.0,152.41,1
28.0,8.0,4,Others,5,Married,9,0,0.0,290.38,0
9.0,7.0,5,Fashion,5,Married,3,1,7.0,202.52,0
2.0,,4,Mobile,1,Married,7,0,3.0,125.32,0
0.0,6.0,4,Mobile Phone,3,Single,1,1,2.0,137.3,1
,9.0,3,Mobile,4,Single,5,0,2.0,120.88,0
18.0,7.0,4,Laptop & Accessory,5,Married,7,1,4.0,179.54,0
14.0,35.0,6,Fashion,5,Married,5,0,2.0,234.32,0
0.0,15.0,3,Mobile,5,Single,2,0,2.0,127.28,0
18.0,31.0,4,Laptop & Accessory,1,Married,1,0,8.0,159.06,0
2.0,25.0,3,Laptop & Accessory,1,Married,5,0,2.0,142.62,0
1.0,23.0,6,Mobile Phone,5,Single,3,1,8.0,164.19,1
29.0,7.0,4,Fashion,1,Married,5,0,,227.39,0
8.0,8.0,3,Laptop & Accessory,1,Married,3,0,7.0,157.62,0
27.0,7.0,5,Grocery,3,Married,6,1,3.0,254.64999999999998,0
24.0,7.0,4,Grocery,2,Married,11,0,4.0,298.99,0
6.0,31.0,4,Laptop & Accessory,1,Married,3,0,8.0,178.09,0
1.0,16.0,4,Mobile Phone,5,Single,3,0,3.0,152.28,0
27.0,13.0,4,Laptop & Accessory,2,Single,4,0,3.0,149.5,0
1.0,33.0,4,Mobile Phone,1,Married,3,0,3.0,154.04,0
0.0,,3,Mobile,4,Single,2,1,0.0,124.72,1
,6.0,3,Mobile,3,Married,8,0,2.0,122.32,0
5.0,7.0,6,Laptop & Accessory,3,Married,2,0,5.0,168.45,0
1.0,25.0,2,Mobile Phone,5,Married,2,0,1.0,154.56,1
15.0,29.0,4,Laptop & Accessory,1,Married,5,1,4.0,179.67,0
1.0,7.0,6,Mobile Phone,3,Single,3,0,1.0,138.59,1
8.0,27.0,2,Mobile Phone,3,Divorced,2,0,1.0,150.85,0
